target,v1,v2,v3,v4,v5,v6,v7,v8,sample_type
4.713079476384,414.76118648685,266.141571986,582.5068378374,355.59167206661,537.72897406261,248.89072130435,645.274768875132,4258.265151776,lab 1
4.995029688105,346.63732564047,293.058601656288,517.06985856866,345.36433965767,583.87254915169,239.50475793874,700.647058982028,4688.9376265006,lab 1
5.0636768529344,392.38484983603,295.978855947938,590.06426039731,419.90336342019,489.29323075528,317.83458438431,587.151876906336,4735.661695167,lab 2
4.8064657652122,413.2194730609,272.688476976231,624.40945301717,377.46499325301,479.95941443224,325.79115767344,575.951297318688,4363.0156316197,lab 2
4.6257804694155,406.79516365255,277.776476760831,487.51972357719,380.50551503937,452.04700896155,218.06954733816,542.45641075386,4444.4236281733,lab 1
4.9831267343487,414.14950222416,284.947365814569,460.69952507766,398.17909741386,477.13589406704,238.58692032104,572.563072880448,4559.1578530331,lab 1
4.7656871258928,347.10346153592,294.532646160581,488.19550651151,338.61053151027,444.19377117411,210.85323290957,533.032525408932,4712.5223385693,lab 2
4.9716465909495,339.51148131023,293.0937951189,561.619168561,351.25349640197,486.02347113841,248.7145116125,583.228165366092,4689.5007219024,lab 2
4.516531924719,451.93515475491,249.348331503006,512.09278971935,370.83613365842,462.7363364547,208.48128133776,555.28360374564,3989.5733040481,lab 2
4.8469067307296,310.58324181268,284.855571481344,463.95143969491,363.25082171752,439.15699507191,231.65172286421,526.988394086292,4557.6891437015,lab 1
4.6629182539099,477.75670465018,256.988462226969,585.72305818256,424.01456286718,599.09539253585,275.75274763807,718.91447104302,4111.8153956315,lab 2
5.1352292994133,356.40833784638,299.123716776975,544.37044099887,394.20852309924,474.58071316515,269.45063909861,569.49685579818,4785.9794684316,lab 1
4.8837933541001,294.87659977331,278.554604250069,443.72384058075,336.02762793242,416.45405113457,229.16925806707,499.744861361484,4456.8736680011,lab 2
5.0219090893499,328.14619681294,297.863402885694,485.80767442774,357.14615893683,451.2413794972,289.25047901584,615.329153859818,4765.8144461711,lab 1
4.9976583644335,353.08800177741,299.106535573556,453.8767841386,380.67500905325,465.85600541471,234.88321610619,635.258189201877,4785.7045691769,lab 2
4.5666938491923,460.49440206485,263.625617566456,629.9776233419,355.24529447073,572.90957608561,259.04446063332,781.240331025832,4218.0098810633,lab 2
4.5272709681715,567.07072885607,249.953929390781,540.87536956624,445.67942973183,652.91545415982,215.07321168368,890.339255672482,3999.2628702525,lab 1
4.8309384617328,357.49683819278,294.410876516369,487.82124704328,376.19840352544,453.89747586153,246.01992559003,618.951103447541,4710.5740242619,lab 1
4.5605355007887,475.30276191107,251.6539275837,490.83224292207,350.86725667175,523.12803151901,213.77488313265,713.356406616832,4026.4628413392,lab 2
4.9817325292309,331.76984267439,297.359289369669,564.77585589175,356.73799334359,494.69182506833,282.97296690848,674.579761456814,4757.7486299147,lab 1
4.6391116698967,490.57212948996,253.566594398144,463.21507653851,443.18150899111,570.97095763508,223.53686226695,778.596760411473,4057.0655103703,lab 2
4.8528604458698,392.55485955597,296.217556221381,486.30547427166,399.87748261796,526.29104227835,267.18859101119,717.669603106841,4739.4808995421,lab 1
4.6770209942883,398.26190276818,257.28957651215,606.23331194074,421.84389280604,520.98092112226,288.7373948873,710.428528803082,4116.6332241944,lab 2
4.6601927236064,502.14048895573,259.172476274206,578.89138452506,419.91803188251,626.29656255289,232.86180340505,854.040767117577,4146.7596203873,lab 1
4.5994926078625,469.69071502811,265.466297946769,463.1149241342,419.96304672736,585.84126423084,207.82916990681,798.874451223873,4247.4607671483,lab 1
4.6938233649336,292.67166400955,255.621490264556,444.74408278658,376.2065493208,445.5139896264,209.64308643348,607.519076763273,4089.9438442329,lab 1
5.0420360895295,283.59692192503,299.938377817944,451.3237538412,332.23701657972,415.03031465396,221.90026565017,565.950429073582,4799.0140450871,lab 1
4.6412088933073,495.87150013505,253.920170160719,632.53819934292,398.22130858293,581.68029906763,243.16351694488,793.200407819495,4062.7227225715,lab 2
4.9561739369234,479.46193130745,276.026819856594,596.32765322176,416.69041453708,546.32609233294,269.34812369447,744.990125908555,4416.4291177055,lab 1
4.5706587654706,454.70416223809,255.583346396688,643.67278794935,403.81995679238,546.37971842576,317.21535914881,745.063252398763,4089.333542347,lab 1
4.5960917683224,454.54481957653,260.067085204844,538.16129673515,446.02789136496,572.45121150528,240.57870778319,780.615288416291,4161.0733632775,lab 1
4.5562919757571,360.97595547697,279.231540548181,538.35276809367,345.63276443357,564.48993476958,253.15863959418,769.759001958518,4467.7046487709,lab 1
4.6402255529396,504.42261127159,269.377022540788,606.27283826095,380.00882330544,644.57754249827,231.92114213552,878.969376134005,4310.0323606526,lab 1
4.6155867278713,303.3746161115,287.957414547463,484.71174901137,335.06906477249,471.08508687492,229.26018343636,642.388754829436,4607.3186327594,lab 1
4.8711502999797,301.27712240351,287.912544901169,463.75494773615,342.5648866123,423.87949701994,215.5933277376,578.017495936282,4606.6007184187,lab 2
4.6483721418668,405.34456935597,280.291454772438,558.67532793385,373.3195343244,512.24943648474,242.18468154208,698.521958842827,4484.663276359,lab 2
4.6886558797142,457.62460099307,261.453331411275,460.70277734371,359.38405946051,457.82383974134,206.47066866066,624.305236010918,4183.2533025804,lab 1
4.5904007969198,350.31837495657,254.553712469481,462.19510090227,361.74153816445,525.06731580366,220.90013424178,716.000885186809,4072.8593995117,lab 1
4.6298720024228,383.00156964511,260.306820561406,569.13306052691,355.00482167,464.55106067914,249.82059342887,633.478719107918,4164.9091289825,lab 1
5.181257881401,285.04227793118,230.88215245423,430.88215245423,356.51021407362,415.1518998928,210.40308192881,566.116227126545,4815.8646530127,lab 1
5.0533213975561,360.54680233098,297.00688647959,497.00688647959,422.79781492017,517.27389485329,308.89261301925,705.373492981759,4797.5704911857,lab 2
4.587661403788,335.73630986865,302.75020240784,502.75020240784,346.48952528188,459.92385208229,228.7656763949,627.168889203123,4183.4396088996,lab 2
4.6536266091838,423.68148726387,274.60562184289,474.60562184289,351.16441974438,491.80742654366,225.69973089662,670.646490741355,4336.5549646055,lab 1
4.6174494886401,361.9176201587,302.40060082143,502.40060082143,382.09962847028,448.26594009226,261.97136474974,611.271736489445,4211.5054386573,lab 1
5.0683946500428,358.97805186538,309.07186628258,509.07186628258,412.65067244561,434.58244418837,223.94212542129,592.612423893232,4761.3843026758,lab 1
4.5388537386291,498.45389135645,347.24421281975,547.24421281975,400.26096367957,515.11011132203,222.26050934017,702.422879075495,4039.8316834585,lab 2
4.7622409733736,333.34550393677,355.23703527588,555.23703527588,337.30609963086,480.47662987316,263.10749831716,655.195404372491,4621.252794082,lab 1
4.8210366189911,287.68491503288,265.47258402117,465.47258402117,332.75649255574,449.12581092435,223.07194452336,612.444287624114,4762.3193809834,lab 2
4.871355048701,359.92837398228,271.60732159263,471.60732159263,390.23024664025,450.46391369968,226.81012785388,614.268973226836,4557.7495377469,lab 2
4.9514068112558,289.01491577128,251.72334893982,451.72334893982,333.51448423912,436.72768310404,217.61138253849,595.537749687327,4487.5008535546,lab 2
4.7143113321935,324.12562822415,319.69264327261,519.69264327261,342.57200488246,461.48172208413,228.95758717068,629.29325738745,4335.6641825153,lab 1
4.9604614875927,538.48676196715,306.23769104098,506.23769104098,448.25889612797,599.61893440554,205.74806020995,817.662183280282,4668.4721029412,lab 1
4.533355057157,466.18604091576,402.86389688987,602.86389688987,346.51669416553,638.53983348157,222.14598936568,766.247800177884,4016.8960723703,lab 1
4.6149036758751,294.63030514286,275.29527430807,475.29527430807,333.06695530394,499.01242846974,226.92888116312,554.458253855267,4533.3099315622,lab 2
4.761527780522,387.3358485218,272.76412891285,472.76412891285,393.22702545391,486.21759391444,221.50362015898,540.241771016044,4218.0874914271,lab 1
4.7760615907251,430.72683696371,435.16498607919,635.16498607919,354.48435186883,489.82794005012,279.77940833367,544.253266722355,4098.7335864893,lab 1
4.5244442066988,336.16954585003,264.03091368137,464.03091368137,342.86899319658,460.64646758558,214.94321488454,511.829408428422,4211.5455326857,lab 1
5.0605423104801,403.21396271271,270.77883002145,470.77883002145,418.5056735071,447.50822761334,246.2755933972,497.231364014822,4704.8537051357,lab 2
5.1269612609007,349.18446897555,283.92416489434,483.92416489434,375.25685292029,460.30245267326,255.90800739082,511.447169636956,4769.1935156114,lab 2
4.5249578698893,555.19322713452,395.92637695674,595.92637695674,409.43633662508,657.3438419806,217.72914760411,730.382046645111,4041.1371858904,lab 1
4.8958658998434,421.87494775624,269.43781185899,469.43781185899,406.64302720885,489.81405486142,207.24379079733,544.237838734911,4465.8472932339,lab 1
4.7997890160622,292.73419332344,232.25838079556,432.25838079556,339.80857386233,415.24271161267,201.14067082428,461.380790680744,4532.7783816162,lab 2
4.7562578679923,337.52732345602,250.58987483132,450.58987483132,370.01398241312,423.33992414558,203.70037253044,470.377693495089,4569.5212540002,lab 2
4.5986850224676,389.53858871649,277.21347136306,477.21347136306,370.24539586351,514.41487756265,211.88572545171,571.572086180722,4161.9287549798,lab 1
5.1494317880526,346.57874867368,289.86040453547,489.86040453547,399.13597588421,521.45182178321,274.56030933209,579.390913092455,4796.7425596272,lab 2
5.0953719743947,330.56919396365,322.91276177941,522.91276177941,344.14489981515,437.82950136935,241.52781496571,486.477223743722,4462.0604673984,lab 1
4.9998656451931,394.47538431405,278.62508405241,478.62508405241,406.24145657375,532.61577062015,247.49946277253,591.795300689056,4678.3642838525,lab 2
4.6131394165761,385.48714668931,409.94773352598,609.94773352598,375.11062632042,518.04726608315,259.93739192777,575.608073425722,4138.2311076425,lab 1
4.8262218272531,318.01940938436,323.89948100716,523.89948100716,350.74117178219,497.65652455879,254.39650691007,552.951693954211,4672.6750019643,lab 2
5.0358115692029,316.55933508189,317.5565058052,517.5565058052,349.16782188443,533.12059762934,251.51131415645,592.356219588156,4389.9684079879,lab 1
4.6503920619304,478.9136634278,430.83447829034,630.83447829034,414.89724033635,517.32391127845,289.71226294665,574.804345864945,4129.2372680808,lab 1
4.7680481269575,350.42321938057,313.0267121864,513.0267121864,351.03639263424,441.48518666822,247.12493051652,490.539096298022,4557.6635635524,lab 2
4.7035195253445,500.34978369713,414.10226059913,614.10226059913,393.62277282097,572.59144052483,254.5508985493,636.212711694256,4136.6337757694,lab 1
4.5849157017104,428.08387073951,252.72301246827,452.72301246827,359.1315985246,519.44802066727,203.64568702581,577.164467408078,4428.6140862643,lab 1
4.5714790379662,515.44003706748,297.49561136748,497.49561136748,414.44618880636,599.99219363692,212.53910859684,666.657992929911,4044.6987587994,lab 1
4.6049357872379,379.24135820383,354.00803030518,554.00803030518,359.62530431503,531.34408366769,210.27578814308,590.382315186322,4074.3040291464,lab 1
5.081536224464,310.72755360165,317.40838081513,517.40838081513,345.47311237486,454.19641068302,249.24540047887,504.662678536689,4727.1540436517,lab 2
5.1172400876237,311.66661940202,278.04911837111,478.04911837111,418.97565011173,422.37555912533,240.11913707966,469.306176805922,4768.7627014205,lab 2
4.7044331140437,458.94683919363,322.33379103716,522.33379103716,397.30735926069,609.06880251902,252.0617609301,676.743113910022,4310.6695767271,lab 1
4.6907763216878,506.97161521542,361.2033572555,561.2033572555,353.72394219042,581.50877215702,236.17546810358,646.120857952244,4126.7837032214,lab 1
4.5438379424823,385.43640054708,431.64232441521,631.64232441521,366.37383957031,559.39403923394,247.01892680079,621.548932482156,4051.2021475159,lab 1
5.0453030194852,379.81500166009,412.25815525529,612.25815525529,402.80132246313,438.27896305655,321.77145485804,486.976625618389,4263.5557281654,lab 1
4.6324415611702,425.54773929749,273.33026329506,473.33026329506,387.18696498609,537.04538046934,204.87327634676,596.717089410378,4388.6088239619,lab 1
4.8520741665737,367.81113250343,298.63077224677,498.63077224677,430.61028021431,561.25749202421,230.25652781452,623.619435582456,4444.6550807578,lab 1
4.9263858035371,287.54461057573,240.66407289833,440.66407289833,335.94515566715,417.48552749954,211.59508082586,463.872808332822,4608.3644448904,lab 2
4.616144797403,439.99357985194,286.67566351703,486.67566351703,399.76466168612,555.75924595917,227.24847827448,617.510273287967,4257.0929069109,lab 1
5.0289273844854,302.86367859296,384.91320451494,584.91320451494,355.06851344046,443.22838685142,309.76626159255,492.475985390467,4756.9446665065,lab 2
4.9933608761485,523.98126841526,437.46248341298,637.46248341298,432.53352205273,634.55909364817,270.53419535836,705.065659609078,4783.1029465003,lab 2
4.7381648430624,444.7104665603,270.68563509537,470.68563509537,409.05524187036,461.68707565714,229.87448278004,512.985639619044,4385.9588361337,lab 1
4.7017828034717,341.62897459371,309.88624368042,509.88624368042,378.62402754227,462.31748381492,239.19593172483,513.686093127689,4279.6179143114,lab 1
4.916084272125,323.53518020637,356.08788574566,556.08788574566,337.35210133785,426.87755667849,277.50148103118,474.308396309433,4662.3196490704,lab 2
4.5887483012864,363.33229395931,254.3423875251,454.3423875251,364.19430760935,445.48281571538,227.36435161928,494.980906350422,4476.6756946876,lab 1
4.6163680520458,360.88173958756,273.17474577393,473.17474577393,345.3650702861,493.47577521617,203.0248486037,548.306416906856,4142.135802171,lab 1
4.590842998161,476.16847366096,388.03300255379,588.03300255379,401.73785410317,641.41842529696,250.86731014153,712.687139218844,4183.7737845408,lab 1
4.8779974314948,434.14231071884,440.7123964955,640.7123964955,372.86655005253,548.26924388042,309.33918994616,609.188048756022,4645.4059649422,lab 2
4.8383450411485,436.31286942969,266.31338387465,466.31338387465,407.84993509237,447.27050145055,262.8249317102,496.967223833944,4599.2367529644,lab 2
4.8973404416017,292.58931404124,261.26337031033,461.26337031033,348.15963358487,416.42350004989,271.17335647784,462.692777833211,4604.0538495267,lab 2
4.7696576995976,421.42058213024,238.62184055852,438.62184055852,417.04398548378,448.61792060147,215.54844963217,498.464356223856,4328.3856763419,lab 1
4.547502564853,494.41658876585,369.4749574068,569.4749574068,416.05341820541,628.01353178947,269.69481827393,697.792813099411,4171.4502620697,lab 1
4.6515310038609,409.66499883698,236.25732695927,436.25732695927,381.36297343103,430.8807486444,206.8053751829,478.756387382667,4335.2349461997,lab 1
4.9108956400589,296.82568237345,235.4323994347,435.4323994347,372.57088925197,430.88859063217,203.01119768725,478.765100702411,4672.4621018208,lab 2
4.8855561100657,316.16346641369,247.8786359022,447.8786359022,368.43838129564,430.86682826533,238.51940975824,478.740920294811,4768.8888578711,lab 2
4.9096480676201,332.09912885055,250.1284461057,450.1284461057,404.78957235982,462.40058532443,230.18608854369,513.778428138255,4692.4627249484,lab 2
4.7476930942038,362.34306507015,357.24577101992,557.24577101992,348.48394664822,539.40083644992,292.48369643112,599.334262722133,4428.5301996768,lab 1
4.5595675194827,398.42804012795,282.57503607238,482.57503607238,433.44576967093,492.09623045097,215.67088427185,546.773589389967,4135.9796433879,lab 1
4.6620163446031,487.39104615122,333.20679576823,533.20679576823,415.81196070127,577.59834682765,234.78594180471,641.775940919611,4510.4963639047,lab 1
4.5423556558356,525.26102572702,457.17920599475,657.17920599475,414.36162541246,652.52679245028,319.31297514145,725.0297693892,3998.2903963505,lab 1
4.5329673498864,485.70389014557,336.05943431074,536.05943431074,370.33481297962,598.21464541883,204.25783067024,664.682939354255,4086.0821586242,lab 1
5.1780635097693,368.84650562138,277.30478460654,477.30478460654,419.27025629636,441.95573370891,266.63940517918,491.061926343233,4797.4562014767,lab 2
4.6091855912772,393.00949455667,241.7043323947,441.7043323947,387.92555682713,448.40513543966,202.73767402278,498.227928266289,4224.4366505128,lab 1
5.2170464455744,315.25343249618,250.0640450654,450.0640450654,354.86254068394,434.52112858075,233.88995132905,482.801253978611,4822.5159567065,lab 2
4.9106031415846,471.88907511807,410.9665736323,610.9665736323,401.63487771925,617.15254483169,307.74949414576,685.725049812989,4729.9022241643,lab 2
4.837039227892,494.18017311351,418.01867263921,618.01867263921,412.57166835587,619.48892418775,284.43687596358,688.321026875278,4344.0654983931,lab 2
4.6423751860126,495.79232105219,297.89152816312,497.89152816312,437.65540569852,565.35179923426,223.29692525132,628.168665815845,4355.5278887066,lab 1
4.6462179765564,463.29270590718,437.65943445365,637.65943445365,400.57568358489,566.48820666385,263.61037439477,629.431340737611,4014.2868388061,lab 1
4.8120909119377,373.41611350222,362.02980759398,562.02980759398,374.48020957503,475.12111082413,260.72497588968,527.912345360144,4478.9061074641,lab 2
4.780022599174,376.97267192378,293.60972626906,493.60972626906,385.31622551957,455.91787818738,234.68101951208,506.5754202082,4714.5858101947,lab 1
4.7117048478192,446.41185994063,383.78942923131,583.78942923131,367.98761171343,595.63007133801,262.13604819513,661.811190375567,4565.9718115556,lab 1
4.7396533840716,478.02015691862,358.84863567315,558.84863567315,424.63231836954,574.87439972599,236.90839024862,638.749333028878,4154.2029452781,lab 1
4.7042099875859,419.93309258268,245.96556425623,445.96556425623,361.85734940916,550.71611745262,202.44492794312,611.906797169578,4703.5727321601,lab 1
4.7777289287624,418.0762205127,282.91398014707,482.91398014707,409.51057937885,561.95007462521,267.13340047291,624.388971805789,4251.9437188132,lab 1
4.5830591228209,493.41739785289,249.14973615424,449.14973615424,416.47756265433,535.62838785575,207.51853514089,595.142653173056,4118.6265059529,lab 1
5.1297772494819,383.37239642186,344.32787022229,544.32787022229,437.97364073139,472.47913121228,276.90186325943,524.976812458089,4775.7898404182,lab 2
4.5520726589699,362.09833405202,309.0328102166,509.0328102166,410.54999025509,421.5768730493,226.57998273144,468.418747832556,3995.0643146366,lab 1
4.7022310298056,303.25294292426,287.45604631658,487.45604631658,356.92779841403,456.94549894973,225.85209498983,507.717221055256,4422.9045841486,lab 1
4.6236719125642,501.98249232502,374.90304407496,574.90304407496,379.37326604472,535.08246940692,227.0716448535,594.5360771188,4042.9279734318,lab 1
4.9077661013814,482.44667646487,307.96238511433,507.96238511433,406.70206684616,519.44752943212,261.08211525399,577.163921591244,4691.4509881973,lab 2
4.7025033780374,464.67545283112,370.77721472019,570.77721472019,383.92202491436,625.19022532152,223.6806474546,694.6558059128,4343.0517908443,lab 1
4.9187270951034,354.08992523056,254.08748220075,454.08748220075,346.9877166983,468.00231068768,258.49803674574,520.002567430756,4666.5590629254,lab 2
4.5626191074097,437.05200406789,275.20508069411,475.20508069411,343.48464343858,576.27368648869,209.95739496934,640.304096098544,4256.3489125771,lab 1
4.8002998456088,346.48821832991,270.41819123116,470.41819123116,395.27873790195,473.58623743253,228.15548641513,526.206930480589,4450.8620703412,lab 2
4.7888714800387,466.02075420055,250.22888207375,450.22888207375,443.73644532732,504.68338686575,221.51813240588,560.759318739722,4704.8677089045,lab 1
4.6901583394816,550.56477498383,419.29857391584,619.29857391584,448.24445304257,653.87409708142,264.05483162558,726.526774534911,4118.5830651711,lab 1
4.6945698052664,439.76088448192,447.34459749097,647.34459749097,388.05941486114,487.94853036271,320.23180731364,542.165033736344,4147.2214204888,lab 1
4.5262827767652,327.68738872074,241.72561643915,441.72561643915,345.45820575357,563.71958585003,224.34936916541,626.355095388922,4135.1480044035,lab 1
5.1826613389855,339.43291940009,360.20925722811,560.20925722811,350.16323331868,446.36870242397,242.68124792634,495.965224915522,4801.7422314089,lab 2
4.7295163658996,340.76759571756,327.39287039422,527.39287039422,334.36550839125,476.4072304131,217.78792882557,529.341367125667,4364.4912598168,lab 1
4.9174165088912,510.81207484128,244.10396965768,444.10396965768,434.039290391,592.23773387352,209.11262993434,658.041926526133,4569.7248427053,lab 2
4.802317318488,291.18774401464,324.18029755015,524.18029755015,345.25013999385,444.50235728249,307.7540932455,493.891508091656,4532.1811169076,lab 2
4.7716142719526,373.86456191476,280.95642257811,480.95642257811,386.42521000831,457.92159847404,283.13633913722,508.801776082267,4477.5316536495,lab 1
5.0365029408936,406.55629910502,370.87448018824,570.87448018824,416.44490057302,483.11119980386,233.76033259391,536.790222004289,4680.6855925286,lab 2
4.8041119267435,453.69532874914,345.78420404443,545.78420404443,413.1050244649,606.14642483176,261.07048262863,673.496027590844,4615.9252033841,lab 2
4.7902753188113,443.98143911172,405.02967250988,605.02967250988,411.77788892754,517.69633970392,264.84540163525,575.218155226578,4429.0384453757,lab 1
4.5223949722396,527.55241774896,422.08395397065,622.08395397065,395.4545696174,652.80479447026,244.24570688503,725.338660522511,4018.1332656413,lab 1
4.732662315128,525.57726024482,404.85052301885,604.85052301885,437.79471776853,586.22205033952,262.60426505143,651.357833710578,4376.5400275065,lab 1
4.7706494832641,400.73634695853,279.08569662365,479.08569662365,414.86053574093,497.41051735001,221.65662150747,552.678352611122,4678.9602812272,lab 1
4.8962830997747,446.49327187407,450.46121713527,650.46121713527,394.87754772598,548.73337711613,292.88215092615,609.703752351256,4413.1322790279,lab 2
5.0257841473312,316.39606645117,410.0575732637,610.0575732637,360.89419850545,548.12772308428,311.91209861511,609.030803426978,4807.0933222001,lab 2
4.6824243313754,375.19957876939,278.24004882451,478.24004882451,377.65614919805,468.26049659746,220.32286654529,520.289440663844,4208.2923234278,lab 1
5.0247378844041,287.9794633057,239.41620928906,439.41620928906,332.74831760425,416.72624100507,219.29248102817,463.0291566723,4715.9356829505,lab 2
4.6118779851804,534.3563074662,439.63126621305,639.63126621305,379.10922847585,616.3099815033,251.05003029817,684.788868337,4354.7393361694,lab 1
4.776805887428,363.29245707478,244.24220148831,444.24220148831,353.2060687347,472.27248724082,219.46292484893,524.747208045356,4610.2134804822,lab 1
4.9528991641143,308.35804190509,281.33086293259,481.33086293259,337.82308886152,421.74956608994,224.21240481939,468.610628988822,4621.9814615463,lab 2
4.6653090885132,313.06291688125,442.3453655188,642.3453655188,337.5822599071,476.36672051019,321.79744001919,529.296356122433,4234.5854248938,lab 1
4.7046341494878,319.80145835894,275.10747496168,475.10747496168,333.51693298272,425.17030958456,205.8992910867,472.411455093956,4560.3351756156,lab 1
4.8303029485357,516.44606102803,363.52394904551,563.52394904551,432.35785276864,634.42950657762,261.92926715947,704.921673975133,4457.9319874397,lab 2
4.5807774886501,528.4187081314,342.03766822803,542.03766822803,447.15599930382,540.9894043668,231.71246444071,601.099338185333,4062.2438806282,lab 1
4.7008264782049,357.34334135898,295.13700343171,495.13700343171,377.33293134264,537.72860521782,258.94191460115,597.4762280198,4255.3178384778,lab 1
5.1490235481741,319.32342754673,369.20221901122,569.20221901122,383.79736265883,433.82243928122,278.06869861424,482.024932534689,4763.4994779579,lab 2
4.7371690751186,364.31895340833,311.31085555321,511.31085555321,341.70022221818,462.68428543284,229.56236085363,514.093650480933,4438.8693157599,lab 1
4.9566838059147,293.41118595688,331.17430802896,531.17430802896,354.27611646229,475.60065771322,241.9198808348,528.445175236911,4774.5612169685,lab 2
4.9016310676469,332.36220312872,383.44935896911,583.44935896911,353.56587581616,455.88695411144,317.79819432778,506.541060123822,4717.0264700583,lab 2
4.9793030076653,301.42379553534,240.13991368987,440.13991368987,344.19592558198,415.97347849767,211.88686041394,462.1927538863,4658.1632428641,lab 2
4.9287075113974,507.69098629307,379.56201336684,579.56201336684,420.02238733127,550.54694576191,253.68174237102,611.718828624344,4591.2514450905,lab 2
4.6470240838503,388.60335870011,254.40181629592,454.40181629592,383.60880313096,550.81345777582,205.64756476205,612.014953084244,4163.8496122043,lab 1
4.8807384947232,419.79663469669,292.70368836858,492.70368836858,376.9036441019,510.67956585162,234.98505521661,567.421739835133,4431.7015654709,lab 2
4.6480452456325,313.92839475499,257.28276428028,457.28276428028,378.55049595777,419.81892330732,261.73193031684,466.465470341467,4233.7642555987,lab 1
4.5414788060064,496.87404001822,269.5200659546,469.5200659546,421.52263151352,551.63533841823,204.06421695662,612.928153798033,4080.2011145503,lab 1
5.0021207719738,342.18602944792,291.4661365128,491.4661365128,347.63142729953,437.21390651152,206.67371641846,485.793229457244,4696.8552869385,lab 2
4.808739642224,505.96305566792,279.97990426464,479.97990426464,435.78618439509,624.01905888819,261.86417868476,693.354509875767,4516.5530035046,lab 2
4.7898163871361,559.78062479392,456.51670449214,656.51670449214,426.02504691298,612.15465175149,335.3259330303,680.171835279433,4372.7877596415,lab 1
4.8247436514429,473.99762285459,267.87892282998,467.87892282998,444.43562602967,526.40667918304,240.72577387879,584.896310203378,4482.3901615622,lab 2
4.569149004609,535.22536915212,455.23190582074,655.23190582074,361.72358948394,640.83989182218,280.48976461516,712.044324246867,4099.8495492619,lab 1
